"page_s";"artiste";"oeuvre";"langue";"chemin_local";"categorie";"format";"taille_octets";"taille_lisible";"utilisation_actuelle";"sources_reference";"statut";"groupe_doublon";"reference_cassee";"identifiant_propose";"portee";"chemin_cible_r2";"sha256"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/artists/claude-monet/reimagined/models/claude-monet-standing-c.glb";"modele-3d";"glb";"2611536";"2,49 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/reimagined/models/claude-monet-standing-c.glb";"4CA1439F849015F4EEC70D54013B3EBB5DEFBACC7894CAD65F6FCD4148A2C613"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/environments/gallery/models/museums/Orsay_museum_c3.glb";"modele-3d";"glb";"6043560";"5,76 Mo";"Référencé par 2 fichier(s) source.";"content/museums/orsay.json | scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/environments/gallery/models/museums/Orsay_museum_c3.glb";"85A1E296135B8C5DCB7E1B1A3C449C944EFCD39DEC83621F3FAEE1F38AA404A3"
"gallery-vr.html";"Claude Monet";"transversal Monet/Orsay";"neutre-ou-inconnu";"assets/artists/claude-monet/profile/introduction.mp4";"video";"mp4";"4295988";"4,10 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo01-mo06";"transversal-artiste";"https://media.artdaci.com/shared/artists/claude-monet/profile/introduction.mp4";"2E5CE4B3F45A33647B6F4DD89041D6FB82A3F5DE06AACBE62BD2E1E852AF3670"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Claude Monet";"Le Pont d’Argenteuil";"neutre-ou-inconnu";"assets/artists/claude-monet/collection/le-pont-d-argenteuil-monet.webp";"image";"webp";"367234";"358,63 Ko";"Référencé par 3 fichier(s) source.";"content/paintings/pont-d-argenteuil.json | scripts/book-3d.js | scripts/gallery-vr.js";"reference";"";"non";"mo02";"oeuvre";"https://media.artdaci.com/artworks/mo02/images/le-pont-d-argenteuil-monet.webp";"A34C08EE20AA0B98DCAD56123E6024882ED620B73E2851357C4E9CCE09E98F94"
"";"Claude Monet";"Le Pont d’Argenteuil";"neutre-ou-inconnu";"assets/artists/paintings_images/monet/monet_pont-argenteuil.png";"image";"png";"2780999";"2,65 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"mo02";"oeuvre";"https://media.artdaci.com/artworks/mo02/images/monet_pont-argenteuil.png";"7712EF307A3B2D109BE867C3938E5D84F54B53B644ED7C8AFD6ACBE9F090E7CD"
"book-3d.html | gallery-vr.html";"Claude Monet";"Les Nymphéas";"neutre-ou-inconnu";"assets/artists/claude-monet/collection/water-lilies-monet.webp";"image";"webp";"297788";"290,81 Ko";"Référencé par 2 fichier(s) source.";"scripts/book-3d.js | scripts/gallery-vr.js";"reference";"";"non";"mo03";"oeuvre";"https://media.artdaci.com/artworks/mo03/images/water-lilies-monet.webp";"03F32096131ADCB40697926EC00FE1B370957EB80358AA2589B5945D83F7FC38"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Claude Monet";"Les Nymphéas";"neutre-ou-inconnu";"assets/artists/paintings_images/monet/monet_water_lilies.png";"image";"png";"2769618";"2,64 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/additional-16.json";"reference";"";"non";"mo03";"oeuvre";"https://media.artdaci.com/artworks/mo03/images/monet_water_lilies.png";"60469AADACE2C424BFC6C03C9F91CD9A4114199A13DFDD8D31D871C0C8AA8E0F"
"book-3d.html | gallery-vr.html";"Claude Monet";"Le Pont japonais";"neutre-ou-inconnu";"assets/artists/claude-monet/collection/the-japanese-bridge-monet.webp";"image";"webp";"395466";"386,20 Ko";"Référencé par 2 fichier(s) source.";"scripts/book-3d.js | scripts/gallery-vr.js";"reference";"";"non";"mo04";"oeuvre";"https://media.artdaci.com/artworks/mo04/images/the-japanese-bridge-monet.webp";"E24C71450DD746AF39C52ACD8EFB8BCFFC517A953D768409D95399F831316823"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Claude Monet";"Le Pont japonais";"neutre-ou-inconnu";"assets/artists/paintings_images/monet/monet_japanese-bridge.png";"image";"png";"3148481";"3,00 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/additional-16.json";"reference";"";"non";"mo04";"oeuvre";"https://media.artdaci.com/artworks/mo04/images/monet_japanese-bridge.png";"159517C9A7C1D68F7AB33DA8F4AEE98D6D57876E6B6C95C03E9A592B15D6258D"
"gallery-vr.html";"Claude Monet";"Les Coquelicots";"neutre-ou-inconnu";"assets/artists/claude-monet/collection/poppies-monet.webp";"image";"webp";"268382";"262,09 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"mo05";"oeuvre";"https://media.artdaci.com/artworks/mo05/images/poppies-monet.webp";"DFFA04C53D8E3AB552F574B17914A1E0ED8C9B70C60155217F98533C5C53482D"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Claude Monet";"Les Coquelicots";"neutre-ou-inconnu";"assets/artists/paintings_images/monet/monet_poppy.png";"image";"png";"2585006";"2,47 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/additional-16.json";"reference";"";"non";"mo05";"oeuvre";"https://media.artdaci.com/artworks/mo05/images/monet_poppy.png";"487B2DF58484ABE251239855859EE7F68D46ACA0473685CB3C99F2FAA24FB340"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"Claude Monet";"La Femme à l’ombrelle";"neutre-ou-inconnu";"assets/artists/paintings_images/monet/monet_woman-parasol.png";"image";"png";"2866334";"2,73 Mo";"Référencé par 1 fichier(s) source.";"content/paintings/additional-16.json";"reference";"";"non";"mo06";"oeuvre";"https://media.artdaci.com/artworks/mo06/images/monet_woman-parasol.png";"78959DD2CA8F47284E7CC514021E5F42EA64DC1B287A4B727C5530E2CAB587DE"
"gallery-vr.html";"transversal";"infrastructure ou contenu partagé";"ar";"assets/artists/johannes-vermeer/supporters/audio/عشرون-لوحةvermeer-maria.mp3";"audio";"mp3";"734578";"717,36 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"shared";"partage";"https://media.artdaci.com/shared/artists/johannes-vermeer/supporters/audio/عشرون-لوحةvermeer-maria.mp3";"4948EACB5A6F94F72A0618BCB06016663CEBF3BF08F7D502F72190AB43146E0A"
"gallery-vr.html";"transversal";"infrastructure ou contenu partagé";"en";"assets/artists/johannes-vermeer/supporters/music/vermeer-pieter-van-ruijven-gilded-delft-days-en.mp3";"audio";"mp3";"744608";"727,16 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"shared";"partage";"https://media.artdaci.com/shared/artists/johannes-vermeer/supporters/music/vermeer-pieter-van-ruijven-gilded-delft-days-en.mp3";"985866C1B8E7CDB302D6D6ADC620CDD0C2AA98CEE7E6327E3278A36455F2F5BE"
"gallery-vr.html";"transversal";"infrastructure ou contenu partagé";"fr";"assets/artists/johannes-vermeer/supporters/music/vermeer-pieter-van-ruijven-le-silence-de-delft-fr.mp3";"audio";"mp3";"739594";"722,26 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"shared";"partage";"https://media.artdaci.com/shared/artists/johannes-vermeer/supporters/music/vermeer-pieter-van-ruijven-le-silence-de-delft-fr.mp3";"0716EF496907655A061E6960F9C1FEBE837B6A87DB4392C0C8A7E3DE6AD131DB"
"gallery-vr.html";"transversal";"infrastructure ou contenu partagé";"ar";"assets/artists/johannes-vermeer/supporters/music/vermeer-pieter-van-ruijven-لوحات-من-ذهب-ar.mp3";"audio";"mp3";"740847";"723,48 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"shared";"partage";"https://media.artdaci.com/shared/artists/johannes-vermeer/supporters/music/vermeer-pieter-van-ruijven-لوحات-من-ذهب-ar.mp3";"6A028560C7F17AA350A2A6DAF8E292EB880F00E3E7CA4F4757E2BEBA57AA882A"
"";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/music/Afternoon_Light_on_Linen.mp3";"audio";"mp3";"744608";"727,16 Ko";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"shared";"partage";"https://media.artdaci.com/shared/music/Afternoon_Light_on_Linen.mp3";"E21F82E9B4A2E63D571BB17410EC95BB6292DDF96A03FF241FA0BC530D873A55"
"";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/music/Gentle Resonance.mp3";"audio";"mp3";"2809007";"2,68 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"shared";"partage";"https://media.artdaci.com/shared/music/Gentle Resonance.mp3";"9760CAA98E756F137A44B24C722AA817101FE0AA3E65CF6F00995AE64C6D1424"
"";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/music/Morning_on_the_Veranda.mp3";"audio";"mp3";"744609";"727,16 Ko";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"shared";"partage";"https://media.artdaci.com/shared/music/Morning_on_the_Veranda.mp3";"B0AA4C6867EF7147F3EA2E657B16E59E2CA63F0762D218B9FF7A7C56A64B3BD4"
"";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/music/Noble Vigil.mp3";"audio";"mp3";"2748719";"2,62 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"shared";"partage";"https://media.artdaci.com/shared/music/Noble Vigil.mp3";"EB799983275116100B1AED95AAB3291820C2D50A2F6B688DBFA540BCA7E94BBB"
"";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/music/Passing Clouds.mp3";"audio";"mp3";"2825135";"2,69 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"shared";"partage";"https://media.artdaci.com/shared/music/Passing Clouds.mp3";"68631D61ACD4F5EAB49040DACFAEEA2A8108806B85F434543C15514C219F4B28"
"";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/music/Solstice_at_Noon.mp3";"audio";"mp3";"744609";"727,16 Ko";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"shared";"partage";"https://media.artdaci.com/shared/music/Solstice_at_Noon.mp3";"46C62767437731136A36D1E9A68C896A30EFD1A69044C7249BA9539CA74CAC12"
"";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/music/The Painted Hall.mp3";"audio";"mp3";"2577071";"2,46 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"shared";"partage";"https://media.artdaci.com/shared/music/The Painted Hall.mp3";"EFA875C0F1C44FB2883776D3DD08ACDDD82D0627EEBEA9B23E7E6797AFBAE6AF"
"";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/music/The_Marble_Gallery.mp3";"audio";"mp3";"744609";"727,16 Ko";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"shared";"partage";"https://media.artdaci.com/shared/music/The_Marble_Gallery.mp3";"0BCA6F33D5552AC13165FEAAA80D1D901CA9EE4C3E2C62C4F307ED0875E3E41E"
"";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/targets/MNK-Czartoryski_museum.mind";"cible-ar";"mind";"780865";"762,56 Ko";"Référencé par 1 fichier(s) source.";"content/museums/czartoryski.json";"reference";"";"non";"shared";"partage";"https://media.artdaci.com/shared/targets/MNK-Czartoryski_museum.mind";"746207327ECF5C39B20E666530008748308EFD09724D03E92495CF029AC12B11"
"ar.html | book-3d.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | print-ar.html | space.html | vr.html";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/targets/van-gogh.mind";"cible-ar";"mind";"863682";"843,44 Ko";"Référencé par 1 fichier(s) source.";"content/paintings/van-gogh.json";"reference";"";"non";"shared";"partage";"https://media.artdaci.com/shared/targets/van-gogh.mind";"57961EAA6838540358C56EFC76309C76B0D9A756D42760B2145312E1EE20A732"
"";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/targets/Vangogh_museum.mind";"cible-ar";"mind";"698481";"682,11 Ko";"Référencé par 1 fichier(s) source.";"content/museums/van-gogh-museum.json";"reference";"";"non";"shared";"partage";"https://media.artdaci.com/shared/targets/Vangogh_museum.mind";"D80632FDD2740D46B7F6D48C80635C5C0A855059F6DED4A87AFD4F2191100FCF"
"";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/targets/vangogh-jo.mind";"cible-ar";"mind";"869212";"848,84 Ko";"Référencé par 1 fichier(s) source.";"content/people/van-gogh-jo.json";"reference";"";"non";"shared";"partage";"https://media.artdaci.com/shared/targets/vangogh-jo.mind";"868BC5C950BDE923993D355B9F7BB1E93D458EDDE49B64CEEDAFCB6D16126E02"
"cinema-vr.html | gallery-vr.html | index-ar.html | index-fr.html | index.html";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/app/artdaci-app-icon.svg";"image";"svg";"636";"636 o";"Référencé par 7 fichier(s) source.";"cinema-vr.html | gallery-vr.html | index-ar.html | index-fr.html | index.html | manifest.webmanifest | sw.js";"reference";"";"non";"shared";"partage";"https://media.artdaci.com/shared/app/artdaci-app-icon.svg";"E4BB1C4ADC40B68E60C26884C037B36EC33E246EE34B26468F6CFA1E1488FD76"
"";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/app/artdaci-maskable-icon.svg";"image";"svg";"714";"714 o";"Référencé par 2 fichier(s) source.";"manifest.webmanifest | sw.js";"reference";"";"non";"shared";"partage";"https://media.artdaci.com/shared/app/artdaci-maskable-icon.svg";"7E1ADED91FB18205A57691DCAFF4E28803B2F2D33298D0A9C93B2983777A6CF3"
"";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/artists/groups/images/DaVici_Monet_vanGogh_Vermeer_supporters.png";"image";"png";"2656809";"2,53 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"shared";"partage";"https://media.artdaci.com/shared/artists/groups/images/DaVici_Monet_vanGogh_Vermeer_supporters.png";"292BD41B087F70845C412DD22F9896D6DC97E201E8EDDC5D148672690C07EE78"
"";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/artists/groups/images/Davinci_vanGogh_Vermeer_Monet_standing.png";"image";"png";"2246042";"2,14 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"shared";"partage";"https://media.artdaci.com/shared/artists/groups/images/Davinci_vanGogh_Vermeer_Monet_standing.png";"8FCB4FD451363E004D708E60A28524BF5FDB88638D67DBCDB1574C0113768C8E"
"";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/artists/groups/images/Davinci_vanGogh_Vermeer_Monet.png";"image";"png";"2363903";"2,25 Mo";"Aucune référence textuelle détectée; vérifier les chargements dynamiques et usages éditoriaux.";"";"inutilise-probable";"";"non";"shared";"partage";"https://media.artdaci.com/shared/artists/groups/images/Davinci_vanGogh_Vermeer_Monet.png";"C28EE8664CE737FEF48B0A4F65E2D406FB5B3D23A4797B96E95AA18BE80B74EA"
"gallery-vr.html";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/collection/woman-holding-a-balance-vermeer.webp";"image";"webp";"197804";"193,17 Ko";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"shared";"partage";"https://media.artdaci.com/shared/artists/johannes-vermeer/collection/woman-holding-a-balance-vermeer.webp";"15279D3780F4B46E35D1ED53E8F4C50F02C059821FCC9756358343B50F22BDF4"
"gallery-vr.html";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/profile/portrait.png";"image";"png";"2557033";"2,44 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"shared";"partage";"https://media.artdaci.com/shared/artists/johannes-vermeer/profile/portrait.png";"5B7DEA37F743906F56AB20625A0D873C158671548BB3AEE21C4E754FAEDBD90F"
"gallery-vr.html";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/reimagined/images/vermeer-pieter-van-ruijven-1.png";"image";"png";"7575774";"7,22 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"doublon-binaire";"D006";"non";"shared";"partage";"https://media.artdaci.com/shared/artists/johannes-vermeer/reimagined/images/vermeer-pieter-van-ruijven-1.png";"92438E82709921DA1171F5D0F4DD356B615DF52F7CA34DC96AB5068EADD26175"
"gallery-vr.html";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/reimagined/images/vermeer-pieter-van-ruijven-2.png";"image";"png";"7659552";"7,30 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"shared";"partage";"https://media.artdaci.com/shared/artists/johannes-vermeer/reimagined/images/vermeer-pieter-van-ruijven-2.png";"E33DD822733C6CE0584FCCB5C9A20307E0D1553EEC7F1CECD9D0067075EC50C5"
"gallery-vr.html";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/supporters/images/vermeer-pieter-maria.png";"image";"png";"2282390";"2,18 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"shared";"partage";"https://media.artdaci.com/shared/artists/johannes-vermeer/supporters/images/vermeer-pieter-maria.png";"956617F213638E073A9CFA106ED4E51312060CC8DD505AC1D8053FC4BC905784"
"gallery-vr.html";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/supporters/images/vermeer-pieter-van-ruijven-1.png";"image";"png";"7533879";"7,18 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"reference";"";"non";"shared";"partage";"https://media.artdaci.com/shared/artists/johannes-vermeer/supporters/images/vermeer-pieter-van-ruijven-1.png";"1E109B97B05803C0A94B3B1D9FC21379F93586CEB1C86FF00B379B1D26C26A59"
"gallery-vr.html";"transversal";"infrastructure ou contenu partagé";"neutre-ou-inconnu";"assets/artists/johannes-vermeer/supporters/images/vermeer-pieter-van-ruijven-2.png";"image";"png";"7575774";"7,22 Mo";"Référencé par 1 fichier(s) source.";"scripts/gallery-vr.js";"doublon-binaire";"D006";"non";"shared";"partage";"https://media.artdaci.com/shared/artists/johannes-vermeer/supporters/images/vermeer-pieter-van-ruijven-2.png";"92438E82709921DA1171F5D0F4DD356B615DF52F7CA34DC96AB5068EADD26175"
